Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:yidX	generalizations	concept:gene		1.0		
concept:wbbI	generalizations	concept:gene		1.0		
concept:galactose#SPACE#catabolic#SPACE#process#SPACE#via#SPACE#UDP-galactose	generalizations	concept:biological_process		1.0		
concept:UTP#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:bglF	generalizations	concept:gene		1.0		
concept:pdxI	generalizations	concept:gene		1.0		
concept:succinate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:trpA	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#acidic#SPACE#pH	generalizations	concept:biological_process		1.0		
concept:dephospho-CoA#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rsxE	generalizations	concept:gene		1.0		
concept:antimonite#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:rsmD	generalizations	concept:gene		1.0		
concept:cvpA	generalizations	concept:gene		1.0		
concept:yghO	generalizations	concept:gene		1.0		
concept:astB	generalizations	concept:gene		1.0		
concept:3-isopropylmalate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:5-formyltetrahydrofolate#SPACE#cyclo-ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-phosphocysteine-N-acetylmuramate#SPACE#phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:kdsA	generalizations	concept:gene		1.0		
concept:adiA	generalizations	concept:gene		1.0		
concept:nusA	generalizations	concept:gene		1.0		
concept:ffh	generalizations	concept:gene		1.0		
concept:serine#SPACE#family#SPACE#amino#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:frlA	generalizations	concept:gene		1.0		
concept:undecaprenyl-phosphate#SPACE#4-deoxy-4-formamido-L-arabinose#SPACE#transferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybdM	generalizations	concept:gene		1.0		
concept:yjiA	generalizations	concept:gene		1.0		
concept:sucA	generalizations	concept:gene		1.0		
concept:fliI	generalizations	concept:gene		1.0		
concept:recQ	generalizations	concept:gene		1.0		
concept:bhsA	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#cation#SPACE#stress	generalizations	concept:biological_process		1.0		
concept:sirohydrochlorin#SPACE#ferrochelatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:narZ	generalizations	concept:gene		1.0		
concept:arabinose#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yibV	generalizations	concept:gene		1.0		
concept:hprR	generalizations	concept:gene		1.0		
concept:uracil#SEMICOLON#cation#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ribose#SPACE#phosphate#SPACE#diphosphokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yiaN	generalizations	concept:gene		1.0		
concept:Holliday#SPACE#junction#SPACE#resolvase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:L-rhamnonate#SPACE#dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yheL	generalizations	concept:gene		1.0		
concept:protein#SPACE#adenylylation	generalizations	concept:biological_process		1.0		
concept:cadA	generalizations	concept:gene		1.0		
concept:kdgR	generalizations	concept:gene		1.0		
concept:ybaS	generalizations	concept:gene		1.0		
concept:yhbE	generalizations	concept:gene		1.0		
concept:speA	generalizations	concept:gene		1.0		
concept:rbsD	generalizations	concept:gene		1.0		
concept:deoxyribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mannose#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:long-chain#SPACE#fatty#SPACE#acid#SPACE#transporting#SPACE#porin#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:Josamycin	generalizations	concept:antibiotic		1.0		
concept:tatB	generalizations	concept:gene		1.0		
concept:yihY	generalizations	concept:gene		1.0		
concept:DNA#SPACE#topoisomerase#SPACE#type#SPACE#I#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:csrA	generalizations	concept:gene		1.0		
concept:ydcN	generalizations	concept:gene		1.0		
concept:yebZ	generalizations	concept:gene		1.0		
concept:cutA	generalizations	concept:gene		1.0		
concept:preprotein#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:agmatinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:insA-4	generalizations	concept:gene		1.0		
concept:yffL	generalizations	concept:gene		1.0		
concept:Tunicamycin	generalizations	concept:antibiotic		1.0		
concept:pathogenesis	generalizations	concept:biological_process		1.0		
concept:aspartate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:hflC	generalizations	concept:gene		1.0		
concept:rfaZ	generalizations	concept:gene		1.0		
concept:matB	generalizations	concept:gene		1.0		
concept:pyrimidine-specific#SPACE#mismatch#SPACE#base#SPACE#pair#SPACE#DNA#SPACE#N-glycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydeK	generalizations	concept:gene		1.0		
concept:amn	generalizations	concept:gene		1.0		
concept:yebC	generalizations	concept:gene		1.0		
concept:chloride#SPACE#channel#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hslV	generalizations	concept:gene		1.0		
concept:rho	generalizations	concept:gene		1.0		
concept:ybfC	generalizations	concept:gene		1.0		
concept:rRNA#SPACE#acetylation#SPACE#involved#SPACE#in#SPACE#maturation#SPACE#of#SPACE#SSU-rRNA	generalizations	concept:biological_process		1.0		
concept:adk	generalizations	concept:gene		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#proteolysis	generalizations	concept:biological_process		1.0		
concept:damX	generalizations	concept:gene		1.0		
concept:transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yhbV	generalizations	concept:gene		1.0		
concept:yadH	generalizations	concept:gene		1.0		
concept:antiporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lipopolysaccharide#SPACE#N-acetylglucosaminyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protoporphyrinogen#SPACE#IX#SPACE#biosynthetic#SPACE#process#SPACE#from#SPACE#glutamate	generalizations	concept:biological_process		1.0		
concept:xenobiotic#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yedN	generalizations	concept:gene		1.0		
concept:gfcE	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#hypochlorite	generalizations	concept:biological_process		1.0		
concept:ilvI	generalizations	concept:gene		1.0		
concept:yebQ	generalizations	concept:gene		1.0		
concept:RNA#SPACE#(guanine-N7)-methylation	generalizations	concept:biological_process		1.0		
concept:hdeA	generalizations	concept:gene		1.0		
concept:rutE	generalizations	concept:gene		1.0		
concept:ybdL	generalizations	concept:gene		1.0		
concept:accC	generalizations	concept:gene		1.0		
concept:rpsB	generalizations	concept:gene		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#RNA#SPACE#splicing	generalizations	concept:biological_process		1.0		
concept:curA	generalizations	concept:gene		1.0		
concept:ATP#SPACE#synthesis#SPACE#coupled#SPACE#electron#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:intrinsic#SPACE#component#SPACE#of#SPACE#cell#SPACE#outer#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:1-deoxy-D-xylulose-5-phosphate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:plasma#SPACE#membrane#SPACE#succinate#SPACE#dehydrogenase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:tetrapyrrole#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yhiR	generalizations	concept:gene		1.0		
concept:phoU	generalizations	concept:gene		1.0		
concept:chromosome	generalizations	concept:cellular_component		1.0		
concept:GMP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#FtsZ-dependent#SPACE#cytokinesis	generalizations	concept:biological_process		1.0		
concept:threonine-type#SPACE#endopeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:exodeoxyribonuclease#SPACE#VII#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybaN	generalizations	concept:gene		1.0		
concept:yraM	generalizations	concept:gene		1.0		
concept:paaC	generalizations	concept:gene		1.0		
concept:fatty#SPACE#acid#SPACE#beta-oxidation#COMMA##SPACE#unsaturated#COMMA##SPACE#even#SPACE#number	generalizations	concept:biological_process		1.0		
concept:paoA	generalizations	concept:gene		1.0		
concept:codB	generalizations	concept:gene		1.0		
concept:polyamine#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yfaQ	generalizations	concept:gene		1.0		
concept:molecular_function	generalizations	concept:molecular_function		1.0		
concept:protein-lysine#SPACE#N-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:3'-5'#SPACE#RNA#SPACE#helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:beta-ketoacyl-acyl-carrier-protein#SPACE#synthase#SPACE#II#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:potA	generalizations	concept:gene		1.0		
concept:quinolinate#SPACE#synthetase#SPACE#A#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#translation#SPACE#in#SPACE#response#SPACE#to#SPACE#stress	generalizations	concept:biological_process		1.0		
concept:fabG	generalizations	concept:gene		1.0		
concept:cas2	generalizations	concept:gene		1.0		
concept:hcxA	generalizations	concept:gene		1.0		
concept:thiamine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:rfaE	generalizations	concept:gene		1.0		
concept:yfiR	generalizations	concept:gene		1.0		
concept:hemX	generalizations	concept:gene		1.0		
concept:yraK	generalizations	concept:gene		1.0		
concept:carnitine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ypjA	generalizations	concept:gene		1.0		
concept:protoporphyrinogen#SPACE#IX#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:tmk	generalizations	concept:gene		1.0		
concept:butane-1#COMMA#4-diamine#SEMICOLON#2-oxoglutarate#SPACE#aminotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#dihydrouridine#SPACE#synthesis	generalizations	concept:biological_process		1.0		
concept:heme#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:phosphate#SPACE#ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:bacterial-type#SPACE#proximal#SPACE#promoter#SPACE#sequence-specific#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yfcG	generalizations	concept:gene		1.0		
concept:Rifampicin	generalizations	concept:antibiotic		1.0		
concept:ilvC	generalizations	concept:gene		1.0		
concept:yaiV	generalizations	concept:gene		1.0		
concept:pheL	generalizations	concept:gene		1.0		
concept:pdxB	generalizations	concept:gene		1.0		
concept:pldB	generalizations	concept:gene		1.0		
concept:adenine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:csgE	generalizations	concept:gene		1.0		
concept:rpnC	generalizations	concept:gene		1.0		
concept:uhpB	generalizations	concept:gene		1.0		
concept:glycerol-3-phosphate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:toxin#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yejG	generalizations	concept:gene		1.0		
concept:rpoH	generalizations	concept:gene		1.0		
concept:frc	generalizations	concept:gene		1.0		
concept:isochorismatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mmuP	generalizations	concept:gene		1.0		
concept:programmed#SPACE#cell#SPACE#death	generalizations	concept:biological_process		1.0		
concept:yibF	generalizations	concept:gene		1.0		
concept:cell#SPACE#adhesion#SPACE#involved#SPACE#in#SPACE#single-species#SPACE#biofilm#SPACE#formation	generalizations	concept:biological_process		1.0		
concept:ydeT	generalizations	concept:gene		1.0		
concept:dnaN	generalizations	concept:gene		1.0		
concept:phosphogluconate#SPACE#dehydrogenase#SPACE#(decarboxylating)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yihR	generalizations	concept:gene		1.0		
concept:sulfur#SPACE#compound#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:mdtE	generalizations	concept:gene		1.0		
concept:Sulfamethazine	generalizations	concept:antibiotic		1.0		
concept:sulfite#SPACE#reductase#SPACE#complex#SPACE#(NADPH)	generalizations	concept:cellular_component		1.0		
concept:Levofloxacin	generalizations	concept:antibiotic		1.0		
concept:allose#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:uspB	generalizations	concept:gene		1.0		
concept:wcaB	generalizations	concept:gene		1.0		
concept:yciU	generalizations	concept:gene		1.0		
concept:adenosylhomocysteine#SPACE#nucleosidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:7#COMMA#8-dihydromonapterin#SPACE#aldolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#GTPase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:ycdU	generalizations	concept:gene		1.0		
concept:srkA	generalizations	concept:gene		1.0		
concept:ydaT	generalizations	concept:gene		1.0		
concept:dnaJ	generalizations	concept:gene		1.0		
concept:L-threonylcarbamoyladenylate#SPACE#synthase	generalizations	concept:molecular_function		1.0		
concept:zntR	generalizations	concept:gene		1.0		
concept:hofB	generalizations	concept:gene		1.0		
concept:lolE	generalizations	concept:gene		1.0		
concept:gspF	generalizations	concept:gene		1.0		
concept:mdlA	generalizations	concept:gene		1.0		
concept:ydfR	generalizations	concept:gene		1.0		
concept:xapB	generalizations	concept:gene		1.0		
concept:yghR	generalizations	concept:gene		1.0		
concept:lldR	generalizations	concept:gene		1.0		
concept:Paromomycin	generalizations	concept:antibiotic		1.0		
concept:bglB	generalizations	concept:gene		1.0		
concept:fepG	generalizations	concept:gene		1.0		
concept:yrdE	generalizations	concept:gene		1.0		
concept:purK	generalizations	concept:gene		1.0		
concept:nfuA	generalizations	concept:gene		1.0		
concept:ammeline#SPACE#aminohydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protoporphyrinogen#SPACE#IX#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ppdA	generalizations	concept:gene		1.0		
concept:insA-7	generalizations	concept:gene		1.0		
concept:sulfate#SPACE#adenylyltransferase#SPACE#(ATP)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:uidR	generalizations	concept:gene		1.0		
concept:stpA	generalizations	concept:gene		1.0		
concept:rnd	generalizations	concept:gene		1.0		
concept:ygcG	generalizations	concept:gene		1.0		
concept:yeeX	generalizations	concept:gene		1.0		
concept:bglG	generalizations	concept:gene		1.0		
concept:nitrate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:gfcC	generalizations	concept:gene		1.0		
concept:L-serine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ureidoglycine#SPACE#aminohydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfcU	generalizations	concept:gene		1.0		
concept:parE	generalizations	concept:gene		1.0		
concept:ybiU	generalizations	concept:gene		1.0		
concept:pmrD	generalizations	concept:gene		1.0		
concept:cmoA	generalizations	concept:gene		1.0		
concept:Cefazolin	generalizations	concept:antibiotic		1.0		
concept:succinyl-CoA#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pssA	generalizations	concept:gene		1.0		
concept:sulfate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:peptidyl-tyrosine#SPACE#dephosphorylation	generalizations	concept:biological_process		1.0		
concept:pncC	generalizations	concept:gene		1.0		
concept:phenylpropanoid#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:rplV	generalizations	concept:gene		1.0		
concept:rffG	generalizations	concept:gene		1.0		
concept:ygcB	generalizations	concept:gene		1.0		
concept:rfbC	generalizations	concept:gene		1.0		
concept:yfcF	generalizations	concept:gene		1.0		
concept:yafP	generalizations	concept:gene		1.0		
concept:cysteine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:nfo	generalizations	concept:gene		1.0		
concept:yiaO	generalizations	concept:gene		1.0		
concept:ytjA	generalizations	concept:gene		1.0		
concept:cytochrome#SPACE#complex#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:eamB	generalizations	concept:gene		1.0		
concept:lipid#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:pilus#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:tynA	generalizations	concept:gene		1.0		
concept:acetaldehyde#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:dGTP#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:entA	generalizations	concept:gene		1.0		
concept:chpS	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#proteolysis	generalizations	concept:biological_process		1.0		
concept:tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:ccmB	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#copper#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:carbamate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#holo#SPACE#enzyme#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yjbT	generalizations	concept:gene		1.0		
concept:nlpI	generalizations	concept:gene		1.0		
concept:UDP-N-acetylmuramoylalanyl-D-glutamyl-2#COMMA#6-diaminopimelate-D-alanyl-D-alanine#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tcyN	generalizations	concept:gene		1.0		
concept:ykfL	generalizations	concept:gene		1.0		
concept:agaI	generalizations	concept:gene		1.0		
concept:folP	generalizations	concept:gene		1.0		
concept:dgcF	generalizations	concept:gene		1.0		
concept:tungstate#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:glucose-1-phosphate#SPACE#thymidylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:purH	generalizations	concept:gene		1.0		
concept:flgL	generalizations	concept:gene		1.0		
concept:rubredoxin-NAD+#SPACE#reductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfiL	generalizations	concept:gene		1.0		
concept:tnaC	generalizations	concept:gene		1.0		
concept:valS	generalizations	concept:gene		1.0		
concept:rfaC	generalizations	concept:gene		1.0		
concept:post-translational#SPACE#protein#SPACE#modification	generalizations	concept:biological_process		1.0		
concept:folE	generalizations	concept:gene		1.0		
concept:protein-phosphocysteine-glucose#SPACE#phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeiU	generalizations	concept:gene		1.0		
concept:aldehyde#SPACE#dehydrogenase#SPACE#[NAD(P)+]#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:anaerobic#SPACE#ribonucleoside-triphosphate#SPACE#reductase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:response#SPACE#to#SPACE#iron(III)#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:ydcH	generalizations	concept:gene		1.0		
concept:treR	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#single-species#SPACE#biofilm#SPACE#formation#SPACE#on#SPACE#inanimate#SPACE#substrate	generalizations	concept:biological_process		1.0		
concept:farnesyltranstransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fucose#SEMICOLON#proton#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybbC	generalizations	concept:gene		1.0		
concept:rplB	generalizations	concept:gene		1.0		
concept:amidophosphoribosyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:insH-1	generalizations	concept:gene		1.0		
concept:nrfD	generalizations	concept:gene		1.0		
concept:DNA-directed#SPACE#DNA#SPACE#polymerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cadaverine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:mepS	generalizations	concept:gene		1.0		
concept:hupA	generalizations	concept:gene		1.0		
concept:fruK	generalizations	concept:gene		1.0		
concept:sequence-specific#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:transcription#SPACE#antitermination	generalizations	concept:biological_process		1.0		
concept:periplasmic#SPACE#space	generalizations	concept:cellular_component		1.0		
concept:ATPase-coupled#SPACE#sulfate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:uspD	generalizations	concept:gene		1.0		
concept:gntT	generalizations	concept:gene		1.0		
concept:dgcN	generalizations	concept:gene		1.0		
concept:isoprenoid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:glycine#SPACE#hydroxymethyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ygjR	generalizations	concept:gene		1.0		
concept:hslO	generalizations	concept:gene		1.0		
concept:phosphoenolpyruvate-glycerone#SPACE#phosphotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-lysine#SPACE#lysyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:response#SPACE#to#SPACE#copper#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:Cys-tRNA(Pro)#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nitrate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tcdA	generalizations	concept:gene		1.0		
concept:yfjR	generalizations	concept:gene		1.0		
concept:yedS	generalizations	concept:gene		1.0		
concept:ypfM	generalizations	concept:gene		1.0		
concept:nadK	generalizations	concept:gene		1.0		
concept:kdpB	generalizations	concept:gene		1.0		
concept:acetate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#heat	generalizations	concept:biological_process		1.0		
concept:polyphosphate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:visC	generalizations	concept:gene		1.0		
concept:triose-phosphate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:srlA	generalizations	concept:gene		1.0		
concept:carboxylic#SPACE#ester#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:selB	generalizations	concept:gene		1.0		
concept:zraR	generalizations	concept:gene		1.0		
concept:ydiZ	generalizations	concept:gene		1.0		
concept:sorbitol#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pgaB	generalizations	concept:gene		1.0		
concept:livG	generalizations	concept:gene		1.0		
concept:cmoM	generalizations	concept:gene		1.0		
concept:helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rimP	generalizations	concept:gene		1.0		
concept:octanoyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjgJ	generalizations	concept:gene		1.0		
concept:rusA	generalizations	concept:gene		1.0		
concept:higB	generalizations	concept:gene		1.0		
concept:sthA	generalizations	concept:gene		1.0		
concept:yafD	generalizations	concept:gene		1.0		
concept:galactitol-1-phosphate#SPACE#5-dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:3-phosphoshikimate#SPACE#1-carboxyvinyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:asparagine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:intZ	generalizations	concept:gene		1.0		
concept:ferric-enterobactin#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fepB	generalizations	concept:gene		1.0		
concept:Chlortetracycline	generalizations	concept:antibiotic		1.0		
concept:D-alanine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:betaine-aldehyde#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:regulation#SPACE#of#SPACE#polysaccharide#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ddpX	generalizations	concept:gene		1.0		
concept:frdC	generalizations	concept:gene		1.0		
concept:L-arginine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:cynS	generalizations	concept:gene		1.0		
concept:DNA#SPACE#hairpin#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yfdL	generalizations	concept:gene		1.0		
concept:lpxT	generalizations	concept:gene		1.0		
concept:mixed#SPACE#acid#SPACE#fermentation	generalizations	concept:biological_process		1.0		
concept:malT	generalizations	concept:gene		1.0		
concept:ileS	generalizations	concept:gene		1.0		
concept:selenate#SPACE#reductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ykfI	generalizations	concept:gene		1.0		
concept:yjhY	generalizations	concept:gene		1.0		
concept:nucleoside-triphosphate#SPACE#diphosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:GDP-mannose#SPACE#4#COMMA#6-dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nepI	generalizations	concept:gene		1.0		
concept:replication#SPACE#fork#SPACE#reversal	generalizations	concept:biological_process		1.0		
concept:sucB	generalizations	concept:gene		1.0		
concept:L-xylulokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yigA	generalizations	concept:gene		1.0		
concept:acylphosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:narP	generalizations	concept:gene		1.0		
concept:uridine#SPACE#nucleosidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hisS	generalizations	concept:gene		1.0		
concept:hisG	generalizations	concept:gene		1.0		
concept:pflC	generalizations	concept:gene		1.0		
concept:insF-5	generalizations	concept:gene		1.0		
concept:yebT	generalizations	concept:gene		1.0		
concept:eutJ	generalizations	concept:gene		1.0		
concept:electron#SPACE#transport#SPACE#chain	generalizations	concept:biological_process		1.0		
concept:yeeH	generalizations	concept:gene		1.0		
concept:rtn	generalizations	concept:gene		1.0		
concept:ygeN	generalizations	concept:gene		1.0		
concept:lipopolysaccharide#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ilvH	generalizations	concept:gene		1.0		
concept:yjaA	generalizations	concept:gene		1.0		
concept:aslB	generalizations	concept:gene		1.0		
concept:ypdI	generalizations	concept:gene		1.0		
concept:cell#SPACE#septum#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:yfbL	generalizations	concept:gene		1.0		
concept:DNA#SPACE#mediated#SPACE#transformation	generalizations	concept:biological_process		1.0		
concept:cell#SPACE#surface	generalizations	concept:cellular_component		1.0		
concept:oxaloacetate#SPACE#tautomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pyrroloquinoline#SPACE#quinone#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:L-aspartate#SEMICOLON#fumarate#SPACE#oxidoreductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nhoA	generalizations	concept:gene		1.0		
concept:yheV	generalizations	concept:gene		1.0		
concept:yqiH	generalizations	concept:gene		1.0		
concept:yjbF	generalizations	concept:gene		1.0		
concept:ansB	generalizations	concept:gene		1.0		
concept:hexose#SPACE#phosphate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:allulose#SPACE#6-phosphate#SPACE#3-epimerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#deacetylation	generalizations	concept:biological_process		1.0		
concept:ydbL	generalizations	concept:gene		1.0		
concept:sscR	generalizations	concept:gene		1.0		
