Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:hokA	generalizations	concept:gene		1.0		
concept:leucine#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#protein#SPACE#binding	generalizations	concept:biological_process		1.0		
concept:asparagine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:rhaS	generalizations	concept:gene		1.0		
concept:chbG	generalizations	concept:gene		1.0		
concept:yfbV	generalizations	concept:gene		1.0		
concept:histidinol#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nrfA	generalizations	concept:gene		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#transcription#COMMA##SPACE#DNA-templated	generalizations	concept:biological_process		1.0		
concept:threonine-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ATP-dependent#SPACE#RNA#SPACE#helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:peptidyl-tyrosine#SPACE#dephosphorylation	generalizations	concept:biological_process		1.0		
concept:wecH	generalizations	concept:gene		1.0		
concept:serine-type#SPACE#carboxypeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:chbB	generalizations	concept:gene		1.0		
concept:cynR	generalizations	concept:gene		1.0		
concept:cadmium#SPACE#ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#arsenic-containing#SPACE#substance	generalizations	concept:biological_process		1.0		
concept:rfbX	generalizations	concept:gene		1.0		
concept:csdE	generalizations	concept:gene		1.0		
concept:ybfB	generalizations	concept:gene		1.0		
concept:yajQ	generalizations	concept:gene		1.0		
concept:phenylethylamine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:translation#SPACE#release#SPACE#factor#SPACE#activity#COMMA##SPACE#codon#SPACE#nonspecific	generalizations	concept:molecular_function		1.0		
concept:ADP#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ybcK	generalizations	concept:gene		1.0		
concept:yceF	generalizations	concept:gene		1.0		
concept:arabinose#SEMICOLON#proton#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pathogenesis	generalizations	concept:biological_process		1.0		
concept:silver#SPACE#ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:atoE	generalizations	concept:gene		1.0		
concept:fliA	generalizations	concept:gene		1.0		
concept:relA	generalizations	concept:gene		1.0		
concept:L-threonine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhfY	generalizations	concept:gene		1.0		
concept:yafV	generalizations	concept:gene		1.0		
concept:yaiW	generalizations	concept:gene		1.0		
concept:msbA	generalizations	concept:gene		1.0		
concept:3-deoxy-8-phosphooctulonate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:detoxification#SPACE#of#SPACE#copper#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:electron-transferring-flavoprotein#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fliJ	generalizations	concept:gene		1.0		
concept:cytochrome-c#SPACE#oxidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeeP	generalizations	concept:gene		1.0		
concept:galactokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pdeI	generalizations	concept:gene		1.0		
concept:yfbB	generalizations	concept:gene		1.0		
concept:glucuronate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:srlE	generalizations	concept:gene		1.0		
concept:quorum#SPACE#sensing	generalizations	concept:biological_process		1.0		
concept:yffS	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#magnesium#SPACE#starvation	generalizations	concept:biological_process		1.0		
concept:arabinose-5-phosphate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gspE	generalizations	concept:gene		1.0		
concept:phosphatidylglycerophosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:topAI	generalizations	concept:gene		1.0		
concept:ydeT	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#acidic#SPACE#pH	generalizations	concept:biological_process		1.0		
concept:tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:receptor-mediated#SPACE#bacteriophage#SPACE#irreversible#SPACE#attachment#SPACE#to#SPACE#host#SPACE#cell	generalizations	concept:biological_process		1.0		
concept:appY	generalizations	concept:gene		1.0		
concept:wzyE	generalizations	concept:gene		1.0		
concept:yebS	generalizations	concept:gene		1.0		
concept:isoleucyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:nanR	generalizations	concept:gene		1.0		
concept:2#COMMA#4#COMMA#6-trinitrotoluene#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pqqL	generalizations	concept:gene		1.0		
concept:uridylate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ygiM	generalizations	concept:gene		1.0		
concept:ubiC	generalizations	concept:gene		1.0		
concept:hybB	generalizations	concept:gene		1.0		
concept:ybiW	generalizations	concept:gene		1.0		
concept:panB	generalizations	concept:gene		1.0		
concept:uspD	generalizations	concept:gene		1.0		
concept:protein#SPACE#hexamerization	generalizations	concept:biological_process		1.0		
concept:yhaB	generalizations	concept:gene		1.0		
concept:mug	generalizations	concept:gene		1.0		
concept:efp	generalizations	concept:gene		1.0		
concept:lapA	generalizations	concept:gene		1.0		
concept:mdoG	generalizations	concept:gene		1.0		
concept:fepC	generalizations	concept:gene		1.0		
concept:rsxD	generalizations	concept:gene		1.0		
concept:5-methyltetrahydropteroyltriglutamate-homocysteine#SPACE#S-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fumD	generalizations	concept:gene		1.0		
concept:di-trans#COMMA#poly-cis-decaprenylcistransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dihydrofolate#SPACE#reductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nucleobase-containing#SPACE#small#SPACE#molecule#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yjgB	generalizations	concept:gene		1.0		
concept:ureidoglycolate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#glycogen#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:norV	generalizations	concept:gene		1.0		
concept:yhhI	generalizations	concept:gene		1.0		
concept:rimL	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#cellular#SPACE#component#SPACE#movement	generalizations	concept:biological_process		1.0		
concept:ATP#SPACE#diphosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:Type#SPACE#IV#SPACE#site-specific#SPACE#deoxyribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:L-tyrosine#SEMICOLON#2-oxoglutarate#SPACE#aminotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:purD	generalizations	concept:gene		1.0		
concept:rfaP	generalizations	concept:gene		1.0		
concept:sgbE	generalizations	concept:gene		1.0		
concept:acpH	generalizations	concept:gene		1.0		
concept:hisC	generalizations	concept:gene		1.0		
concept:UDP-N-acetylglucosamine#SPACE#1-carboxyvinyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydiO	generalizations	concept:gene		1.0		
concept:23S#SPACE#rRNA#SPACE#(adenine(2030)-N(6))-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:blr	generalizations	concept:gene		1.0		
concept:protein#SPACE#secretion	generalizations	concept:biological_process		1.0		
concept:L-alanine#SEMICOLON#2-oxoglutarate#SPACE#aminotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:insA-1	generalizations	concept:gene		1.0		
concept:yheS	generalizations	concept:gene		1.0		
concept:pdeC	generalizations	concept:gene		1.0		
concept:plasma#SPACE#membrane#SPACE#acetate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yjbJ	generalizations	concept:gene		1.0		
concept:flgI	generalizations	concept:gene		1.0		
concept:treB	generalizations	concept:gene		1.0		
concept:ettA	generalizations	concept:gene		1.0		
concept:yrbD	generalizations	concept:gene		1.0		
concept:UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:eutP	generalizations	concept:gene		1.0		
concept:yjaA	generalizations	concept:gene		1.0		
concept:UMP#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:fructose#SPACE#1#COMMA#6-bisphosphate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:2-deoxyglucose-6-phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bile#SPACE#acid#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ppdA	generalizations	concept:gene		1.0		
concept:betB	generalizations	concept:gene		1.0		
concept:FAD#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ompR	generalizations	concept:gene		1.0		
concept:cheZ	generalizations	concept:gene		1.0		
concept:yagM	generalizations	concept:gene		1.0		
concept:lipid-A-disaccharide#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:coproporphyrinogen#SPACE#oxidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:geranyltranstransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glnK	generalizations	concept:gene		1.0		
concept:yjgP	generalizations	concept:gene		1.0		
concept:fliD	generalizations	concept:gene		1.0		
concept:acyl-CoA#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:gnsA	generalizations	concept:gene		1.0		
concept:yciQ	generalizations	concept:gene		1.0		
concept:oxidative#SPACE#single-stranded#SPACE#DNA#SPACE#demethylation	generalizations	concept:biological_process		1.0		
concept:pyrimidine#SPACE#ribonucleotide#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:tryptophan#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeeY	generalizations	concept:gene		1.0		
concept:uxaC	generalizations	concept:gene		1.0		
concept:proP	generalizations	concept:gene		1.0		
concept:cell#SPACE#adhesion	generalizations	concept:biological_process		1.0		
concept:mdaB	generalizations	concept:gene		1.0		
concept:apaG	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#potassium#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:waaU	generalizations	concept:gene		1.0		
concept:intS	generalizations	concept:gene		1.0		
concept:truA	generalizations	concept:gene		1.0		
concept:ydjI	generalizations	concept:gene		1.0		
concept:ydeO	generalizations	concept:gene		1.0		
concept:sulfur#SPACE#compound#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:detection#SPACE#of#SPACE#virus	generalizations	concept:biological_process		1.0		
concept:2-octaprenyl-6-methoxy-1#COMMA#4-benzoquinone#SPACE#methylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybeZ	generalizations	concept:gene		1.0		
concept:diaminohydroxyphosphoribosylaminopyrimidine#SPACE#deaminase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#protein#SPACE#polymerization	generalizations	concept:biological_process		1.0		
concept:spermidine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:5'-3'#SPACE#exonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:wcaJ	generalizations	concept:gene		1.0		
concept:cellulase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yibA	generalizations	concept:gene		1.0		
concept:yjiY	generalizations	concept:gene		1.0		
concept:dicA	generalizations	concept:gene		1.0		
concept:pyridoxal#SPACE#phosphate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:intramolecular#SPACE#transferase#SPACE#activity#COMMA##SPACE#phosphotransferases	generalizations	concept:molecular_function		1.0		
concept:L-threonine#SPACE#catabolic#SPACE#process#SPACE#to#SPACE#propionate	generalizations	concept:biological_process		1.0		
concept:ydgA	generalizations	concept:gene		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#cytoskeleton#SPACE#organization	generalizations	concept:biological_process		1.0		
concept:tehB	generalizations	concept:gene		1.0		
concept:yhcB	generalizations	concept:gene		1.0		
concept:glycine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:DNA#SPACE#strand#SPACE#elongation#SPACE#involved#SPACE#in#SPACE#DNA#SPACE#replication	generalizations	concept:biological_process		1.0		
concept:glrK	generalizations	concept:gene		1.0		
concept:ATP-dependent#SPACE#3'-5'#SPACE#RNA#SPACE#helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:alpha#COMMA#alpha-trehalose-phosphate#SPACE#synthase#SPACE#(UDP-forming)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:modE	generalizations	concept:gene		1.0		
concept:nagC	generalizations	concept:gene		1.0		
concept:pphA	generalizations	concept:gene		1.0		
concept:multi-organism#SPACE#process	generalizations	concept:biological_process		1.0		
concept:tauA	generalizations	concept:gene		1.0		
concept:ivy	generalizations	concept:gene		1.0		
concept:nitrite#SPACE#reductase#SPACE#(cytochrome#COMMA##SPACE#ammonia-forming)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gamma-glutamylcyclotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:transcriptional#SPACE#activator#SPACE#activity#COMMA##SPACE#bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#proximal#SPACE#promoter#SPACE#sequence-specific#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:isocitrate#SPACE#lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dpiA	generalizations	concept:gene		1.0		
concept:insH-11	generalizations	concept:gene		1.0		
concept:yaiL	generalizations	concept:gene		1.0		
concept:glsA1	generalizations	concept:gene		1.0		
concept:exodeoxyribonuclease#SPACE#VII#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ppnN	generalizations	concept:gene		1.0		
concept:xylF	generalizations	concept:gene		1.0		
concept:yfaE	generalizations	concept:gene		1.0		
concept:glycerol-3-phosphate#SPACE#dehydrogenase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:D-galactonate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:azoR	generalizations	concept:gene		1.0		
concept:adenine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tig	generalizations	concept:gene		1.0		
concept:adhP	generalizations	concept:gene		1.0		
concept:gfcD	generalizations	concept:gene		1.0		
concept:potassium#SPACE#ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yehZ	generalizations	concept:gene		1.0		
concept:molybdenum#SPACE#incorporation#SPACE#into#SPACE#molybdenum-molybdopterin#SPACE#complex	generalizations	concept:biological_process		1.0		
concept:regulation#SPACE#of#SPACE#cellular#SPACE#organohalogen#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:melR	generalizations	concept:gene		1.0		
concept:amtB	generalizations	concept:gene		1.0		
concept:ygiB	generalizations	concept:gene		1.0		
concept:gapC	generalizations	concept:gene		1.0		
concept:L-methionine#SPACE#salvage#SPACE#from#SPACE#methylthioadenosine	generalizations	concept:biological_process		1.0		
concept:sthA	generalizations	concept:gene		1.0		
concept:ugpC	generalizations	concept:gene		1.0		
concept:5-phosphoribose#SPACE#1-diphosphate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:mlaC	generalizations	concept:gene		1.0		
concept:ntrC	generalizations	concept:gene		1.0		
concept:ybfO	generalizations	concept:gene		1.0		
concept:4-hydroxy-tetrahydrodipicolinate#SPACE#synthase	generalizations	concept:molecular_function		1.0		
concept:RNA#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:L-serine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:adiY	generalizations	concept:gene		1.0		
concept:insA-7	generalizations	concept:gene		1.0		
concept:long-chain#SPACE#fatty#SPACE#acid-CoA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeeD	generalizations	concept:gene		1.0		
concept:dipeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#nutrient	generalizations	concept:biological_process		1.0		
concept:cell#SPACE#adhesion#SPACE#involved#SPACE#in#SPACE#single-species#SPACE#biofilm#SPACE#formation	generalizations	concept:biological_process		1.0		
concept:emrY	generalizations	concept:gene		1.0		
concept:fliC	generalizations	concept:gene		1.0		
concept:5'-flap#SPACE#endonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cyoB	generalizations	concept:gene		1.0		
concept:yjdC	generalizations	concept:gene		1.0		
concept:slp	generalizations	concept:gene		1.0		
concept:pepP	generalizations	concept:gene		1.0		
concept:ydiL	generalizations	concept:gene		1.0		
concept:nucleic#SPACE#acid#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:soxS	generalizations	concept:gene		1.0		
concept:dinG	generalizations	concept:gene		1.0		
concept:epmB	generalizations	concept:gene		1.0		
concept:rhlB	generalizations	concept:gene		1.0		
concept:ycbB	generalizations	concept:gene		1.0		
concept:btuR	generalizations	concept:gene		1.0		
concept:respiratory#SPACE#chain#SPACE#complex#SPACE#I	generalizations	concept:cellular_component		1.0		
concept:ycfQ	generalizations	concept:gene		1.0		
concept:rbbA	generalizations	concept:gene		1.0		
concept:altronate#SPACE#dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:srlB	generalizations	concept:gene		1.0		
concept:ygaR	generalizations	concept:gene		1.0		
concept:yaaA	generalizations	concept:gene		1.0		
concept:ychF	generalizations	concept:gene		1.0		
concept:thrA	generalizations	concept:gene		1.0		
concept:riboflavin#SPACE#reductase#SPACE#(NADH)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pdxA	generalizations	concept:gene		1.0		
concept:ypaA	generalizations	concept:gene		1.0		
concept:alsC	generalizations	concept:gene		1.0		
concept:ADP-glyceromanno-heptose#SPACE#6-epimerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yccE	generalizations	concept:gene		1.0		
concept:nadE	generalizations	concept:gene		1.0		
concept:Gentamicin	generalizations	concept:antibiotic		1.0		
concept:symE	generalizations	concept:gene		1.0		
concept:mhpD	generalizations	concept:gene		1.0		
concept:aminopeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:xylA	generalizations	concept:gene		1.0		
concept:L-tyrosine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dsdA	generalizations	concept:gene		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#phosphorus#SPACE#or#SPACE#arsenic#SPACE#in#SPACE#donors	generalizations	concept:molecular_function		1.0		
concept:protein-phosphoribosyl#SPACE#dephospho-coenzyme#SPACE#A#SPACE#linkage	generalizations	concept:biological_process		1.0		
concept:mdtC	generalizations	concept:gene		1.0		
concept:ycjV	generalizations	concept:gene		1.0		
concept:yecN	generalizations	concept:gene		1.0		
concept:fabH	generalizations	concept:gene		1.0		
concept:GMP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:salicylic#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:regulation#SPACE#of#SPACE#protein#SPACE#homooligomerization	generalizations	concept:biological_process		1.0		
concept:yciW	generalizations	concept:gene		1.0		
concept:yghU	generalizations	concept:gene		1.0		
concept:gatC	generalizations	concept:gene		1.0		
concept:hrpB	generalizations	concept:gene		1.0		
concept:mannosylglycerate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:sulfur#SPACE#compound#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cell#SPACE#volume#SPACE#homeostasis	generalizations	concept:biological_process		1.0		
concept:ypeB	generalizations	concept:gene		1.0		
concept:glucose#SPACE#import#SPACE#across#SPACE#plasma#SPACE#membrane	generalizations	concept:biological_process		1.0		
concept:flgL	generalizations	concept:gene		1.0		
concept:murE	generalizations	concept:gene		1.0		
concept:ispD	generalizations	concept:gene		1.0		
concept:rpsA	generalizations	concept:gene		1.0		
concept:wcaF	generalizations	concept:gene		1.0		
concept:gltL	generalizations	concept:gene		1.0		
concept:mgtA	generalizations	concept:gene		1.0		
concept:idi	generalizations	concept:gene		1.0		
concept:cydD	generalizations	concept:gene		1.0		
concept:histidine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yadI	generalizations	concept:gene		1.0		
concept:yfdX	generalizations	concept:gene		1.0		
concept:ppdD	generalizations	concept:gene		1.0		
concept:wecE	generalizations	concept:gene		1.0		
concept:yeiW	generalizations	concept:gene		1.0		
concept:ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:Neomycin	generalizations	concept:antibiotic		1.0		
concept:alsK	generalizations	concept:gene		1.0		
concept:polyamine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:murF	generalizations	concept:gene		1.0		
concept:paaI	generalizations	concept:gene		1.0		
concept:ybaA	generalizations	concept:gene		1.0		
concept:pyrimidine-nucleoside#SPACE#phosphorylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjgX	generalizations	concept:gene		1.0		
concept:protein#SPACE#repair	generalizations	concept:biological_process		1.0		
concept:curA	generalizations	concept:gene		1.0		
concept:rpoZ	generalizations	concept:gene		1.0		
concept:fructose-bisphosphate#SPACE#aldolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mcrC	generalizations	concept:gene		1.0		
concept:napH	generalizations	concept:gene		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#other#SPACE#nitrogenous#SPACE#compounds#SPACE#as#SPACE#donors	generalizations	concept:molecular_function		1.0		
concept:appA	generalizations	concept:gene		1.0		
concept:yfgO	generalizations	concept:gene		1.0		
concept:btuD	generalizations	concept:gene		1.0		
concept:dgoA	generalizations	concept:gene		1.0		
concept:ncRNA#SPACE#processing	generalizations	concept:biological_process		1.0		
concept:endA	generalizations	concept:gene		1.0		
concept:paaZ	generalizations	concept:gene		1.0		
concept:oxygen#SPACE#sensor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:regulation#SPACE#of#SPACE#nitrogen#SPACE#compound#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ybeQ	generalizations	concept:gene		1.0		
concept:L-valine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:3-hydroxypropionate#SPACE#dehydrogenase#SPACE#(NADP+)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cmtB	generalizations	concept:gene		1.0		
concept:transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yjiA	generalizations	concept:gene		1.0		
concept:yifB	generalizations	concept:gene		1.0		
concept:ammonia#SPACE#assimilation#SPACE#cycle	generalizations	concept:biological_process		1.0		
concept:protein-phosphocysteine-mannitol#SPACE#phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yifL	generalizations	concept:gene		1.0		
concept:fdhF	generalizations	concept:gene		1.0		
concept:uracil#SPACE#oxygenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yejM	generalizations	concept:gene		1.0		
concept:ybeT	generalizations	concept:gene		1.0		
concept:gabP	generalizations	concept:gene		1.0		
concept:metal#SPACE#ion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:L-aspartate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nudF	generalizations	concept:gene		1.0		
concept:sn-glycerol-3-phosphate#SEMICOLON#ubiquinone#SPACE#oxidoreductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:O-acyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glutathione#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:single-stranded#SPACE#DNA#SPACE#endodeoxyribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:arsenite#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yacF	generalizations	concept:gene		1.0		
concept:Troleandomycin	generalizations	concept:antibiotic		1.0		
concept:yoeF	generalizations	concept:gene		1.0		
concept:nickel#SPACE#cation#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gfcA	generalizations	concept:gene		1.0		
concept:kptA	generalizations	concept:gene		1.0		
concept:panF	generalizations	concept:gene		1.0		
concept:yggD	generalizations	concept:gene		1.0		
concept:L-leucine#SEMICOLON#2-oxoglutarate#SPACE#aminotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydfW	generalizations	concept:gene		1.0		
concept:RNA#SPACE#methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:phosphoribosyl-ATP#SPACE#diphosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cas1	generalizations	concept:gene		1.0		
concept:L-fucose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:zapB	generalizations	concept:gene		1.0		
concept:yiaK	generalizations	concept:gene		1.0		
concept:rutG	generalizations	concept:gene		1.0		
concept:mitochondrion	generalizations	concept:cellular_component		1.0		
concept:yggN	generalizations	concept:gene		1.0		
concept:lysine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cysI	generalizations	concept:gene		1.0		
concept:ybdB	generalizations	concept:gene		1.0		
concept:miaA	generalizations	concept:gene		1.0		
concept:yciV	generalizations	concept:gene		1.0		
concept:GDP-mannose#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:methionyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:RNA-DNA#SPACE#hybrid#SPACE#ribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hdeD	generalizations	concept:gene		1.0		
concept:sulfoquinovose#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:antioxidant#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:seryl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:ylbG	generalizations	concept:gene		1.0		
concept:cysteine#SPACE#desulfurase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:purC	generalizations	concept:gene		1.0		
concept:yrfF	generalizations	concept:gene		1.0		
concept:dmsA	generalizations	concept:gene		1.0		
concept:ychO	generalizations	concept:gene		1.0		
concept:tRNA-guanine#SPACE#transglycosylation	generalizations	concept:biological_process		1.0		
concept:UDP-N-acetyl-D-mannosamine#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:actP	generalizations	concept:gene		1.0		
concept:yahJ	generalizations	concept:gene		1.0		
concept:transcription#SPACE#factor#SPACE#activity#COMMA##SPACE#bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#transcription#SPACE#enhancer#SPACE#sequence-specific#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:Cys-tRNA(Pro)#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
